0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0.003
0,0.004
0,0.005
0,0.007
0,0.009
0,0.011
0,0.014
0,0.02
0,0.024
0,0.031
0,0.036
0,0.044
0,0.056
0,0.065
0,0.076
0,0.089
0,0.103
0,0.119
0,0.131
0,0.15
0,0.17
0,0.189
0,0.209
0,0.23
0,0.252
0,0.266
0,0.288
0,0.31
0,0.333
0,0.353
0,0.376
0,0.403
0,0.421
0,0.445
0,0.468
0,0.49
0,0.511
0,0.531
0,0.555
0,0.572
0,0.592
0,0.611
0,0.627
0,0.648
0,0.665
0,0.682
0,0.696
0,0.715
0,0.73
0,0.74
0,0.753
0,0.764
0,0.779
0,0.789
0,0.801
0,0.813
0,0.822
0,0.832
0,0.84
0,0.849
0,0.859
0,0.866
0,0.874
0,0.884
0,0.891
0,0.897
0,0.902
0,0.906
0,0.911
0,0.916
0,0.919
0,0.926
0,0.928
0,0.933
0,0.939
0,0.94
0,0.945
0,0.948
0,0.951
0,0.952
0,0.953
0,0.956
0,0.959
0,0.962
0,0.963
0,0.967
0,0.97
0,0.971
0,0.972
0,0.974
0,0.975
0,0.976
0,0.978
0,0.98
0,0.981
0,0.982
0,0.983
0,0.984
0,0.985
0,0.985
0,0.987
0,0.987
0,0.987
0,0.988
0,0.989
0,0.99
0,0.99
0,0.99
0,0.991
0,0.991
0,0.991
0,0.991
0,0.992
0,0.993
0,0.993
0,0.993
0,0.994
0,0.994
0,0.995
0,0.995
0,0.995
0,0.995
0,0.996
0,0.996
0,0.997
0,0.997
0,0.997
0,0.997
0,0.997
0.002,0.997
0.002,0.997
0.002,0.997
0.003,0.997
0.003,0.997
0.003,0.998
0.003,0.998
0.003,0.998
0.004,0.998
0.004,0.998
0.005,0.998
0.005,0.998
0.006,0.998
0.007,0.998
0.009,0.998
0.011,0.998
0.012,0.998
0.013,0.998
0.015,0.998
0.017,0.998
0.019,0.998
0.022,0.998
0.026,0.998
0.03,0.998
0.033,0.998
0.038,0.998
0.044,0.998
0.049,0.998
0.054,0.998
0.062,0.998
0.073,0.998
0.078,0.998
0.086,0.998
0.096,0.998
0.106,0.999
0.116,0.999
0.126,0.999
0.144,0.999
0.158,0.999
0.172,0.999
0.189,0.999
0.207,0.999
0.227,0.999
0.248,0.999
0.27,0.999
0.291,0.999
0.315,1
0.336,1
0.366,1
0.392,1
0.417,1
0.444,1
0.476,1
0.501,1
0.535,1
0.566,1
0.593,1
0.618,1
0.649,1
0.672,1
0.693,1
0.717,1
0.739,1
0.766,1
0.785,1
0.804,1
0.818,1
0.835,1
0.856,1
0.87,1
0.887,1
0.899,1
0.909,1
0.92,1
0.927,1
0.935,1
0.943,1
0.95,1
0.956,1
0.96,1
0.965,1
0.969,1
0.974,1
0.976,1
0.979,1
0.983,1
0.984,1
0.986,1
0.988,1
0.99,1
0.992,1
0.993,1
0.994,1
0.995,1
0.996,1
0.998,1
0.998,1
0.999,1
0.999,1
0.999,1
0.999,1
0.999,1
0.999,1
0.999,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
